prompt_name,task,word_count,ell_clean,holistic_essay_score,p_ai_oof_score
"""A Cowboy Who Rode the Waves""",Text dependent,215,No,2,0.43808613154616394
"""A Cowboy Who Rode the Waves""",Text dependent,387,No,4,0.01186486165551117
"""A Cowboy Who Rode the Waves""",Text dependent,178,No,2,0.541441224616111
"""A Cowboy Who Rode the Waves""",Text dependent,258,No,2,0.019456443428937594
"""A Cowboy Who Rode the Waves""",Text dependent,421,No,3,0.024219446867550374
"""A Cowboy Who Rode the Waves""",Text dependent,323,No,2,0.001941759020996401
"""A Cowboy Who Rode the Waves""",Text dependent,210,No,2,0.6037090775914656
"""A Cowboy Who Rode the Waves""",Text dependent,240,No,2,0.008203016205162967
"""A Cowboy Who Rode the Waves""",Text dependent,347,No,3,0.016514295132814168
"""A Cowboy Who Rode the Waves""",Text dependent,373,No,2,0.09528306773844475
"""A Cowboy Who Rode the Waves""",Text dependent,390,No,4,0.6515737556645363
"""A Cowboy Who Rode the Waves""",Text dependent,278,No,2,0.0003508861893166194
"""A Cowboy Who Rode the Waves""",Text dependent,488,No,1,0.009202264862556452
"""A Cowboy Who Rode the Waves""",Text dependent,309,No,2,0.05202024481575564
"""A Cowboy Who Rode the Waves""",Text dependent,260,No,3,0.09200420875159644
"""A Cowboy Who Rode the Waves""",Text dependent,197,No,2,0.25631473320398523
"""A Cowboy Who Rode the Waves""",Text dependent,203,No,2,0.18436758976112627
"""A Cowboy Who Rode the Waves""",Text dependent,152,No,2,0.15059079908618017
"""A Cowboy Who Rode the Waves""",Text dependent,387,No,2,0.01616118653882928
"""A Cowboy Who Rode the Waves""",Text dependent,182,No,2,0.5481038765106574
"""A Cowboy Who Rode the Waves""",Text dependent,308,No,3,0.8436353304343822
"""A Cowboy Who Rode the Waves""",Text dependent,220,No,1,0.5138236597610426
"""A Cowboy Who Rode the Waves""",Text dependent,477,No,2,0.0022778301287082092
"""A Cowboy Who Rode the Waves""",Text dependent,228,No,2,0.11788357285486985
"""A Cowboy Who Rode the Waves""",Text dependent,212,No,3,0.03868919942543268
"""A Cowboy Who Rode the Waves""",Text dependent,425,No,4,0.18967446013011793
"""A Cowboy Who Rode the Waves""",Text dependent,252,No,3,0.05999740003610636
"""A Cowboy Who Rode the Waves""",Text dependent,200,No,2,0.07521825736648562
"""A Cowboy Who Rode the Waves""",Text dependent,277,No,3,0.16210150237612686
"""A Cowboy Who Rode the Waves""",Text dependent,292,No,2,0.06204586731077189
"""A Cowboy Who Rode the Waves""",Text dependent,155,No,2,0.054411242141166785
"""A Cowboy Who Rode the Waves""",Text dependent,431,No,4,0.2197729967541811
"""A Cowboy Who Rode the Waves""",Text dependent,427,No,3,0.25076351212753467
"""A Cowboy Who Rode the Waves""",Text dependent,338,No,3,0.035917582539497964
"""A Cowboy Who Rode the Waves""",Text dependent,213,No,1,0.32932607377840195
"""A Cowboy Who Rode the Waves""",Text dependent,319,No,1,0.10567568618819813
"""A Cowboy Who Rode the Waves""",Text dependent,220,No,2,0.15793139371657816
"""A Cowboy Who Rode the Waves""",Text dependent,186,No,1,0.07768746041541806
"""A Cowboy Who Rode the Waves""",Text dependent,243,No,2,0.12730550641285543
"""A Cowboy Who Rode the Waves""",Text dependent,493,No,2,0.0953956414996348
"""A Cowboy Who Rode the Waves""",Text dependent,296,No,3,0.002721348096981791
"""A Cowboy Who Rode the Waves""",Text dependent,211,No,3,0.4771706036103343
"""A Cowboy Who Rode the Waves""",Text dependent,293,No,3,0.0016780615733497264
"""A Cowboy Who Rode the Waves""",Text dependent,382,No,2,0.39848916237349574
"""A Cowboy Who Rode the Waves""",Text dependent,322,No,3,0.02777473165434213
"""A Cowboy Who Rode the Waves""",Text dependent,196,No,2,0.3817857090514094
"""A Cowboy Who Rode the Waves""",Text dependent,324,No,3,0.000701044393250376
"""A Cowboy Who Rode the Waves""",Text dependent,171,No,2,0.630013274319558
"""A Cowboy Who Rode the Waves""",Text dependent,150,No,2,0.7141413981050196
"""A Cowboy Who Rode the Waves""",Text dependent,325,No,3,0.2763155145077017
"""A Cowboy Who Rode the Waves""",Text dependent,337,No,2,0.06533504051204263
"""A Cowboy Who Rode the Waves""",Text dependent,305,No,4,0.5071555388029887
"""A Cowboy Who Rode the Waves""",Text dependent,272,No,3,0.04077449954894492
"""A Cowboy Who Rode the Waves""",Text dependent,195,No,3,0.6620609255828871
"""A Cowboy Who Rode the Waves""",Text dependent,159,No,2,0.07691033186120012
"""A Cowboy Who Rode the Waves""",Text dependent,389,No,3,0.011955928603658399
"""A Cowboy Who Rode the Waves""",Text dependent,203,No,2,0.01665811791212105
"""A Cowboy Who Rode the Waves""",Text dependent,253,No,1,0.07745768022827464
"""A Cowboy Who Rode the Waves""",Text dependent,215,No,2,0.2169318446724606
"""A Cowboy Who Rode the Waves""",Text dependent,311,No,3,0.013159486818189252
"""A Cowboy Who Rode the Waves""",Text dependent,156,No,2,0.09569175005170337
"""A Cowboy Who Rode the Waves""",Text dependent,392,No,3,0.01839648472911544
"""A Cowboy Who Rode the Waves""",Text dependent,345,No,3,0.40661448099577957
"""A Cowboy Who Rode the Waves""",Text dependent,153,No,2,0.1178706610484802
"""A Cowboy Who Rode the Waves""",Text dependent,204,No,2,0.06274107235417875
"""A Cowboy Who Rode the Waves""",Text dependent,216,No,2,0.09053966549547142
"""A Cowboy Who Rode the Waves""",Text dependent,224,No,3,0.26455505218347
"""A Cowboy Who Rode the Waves""",Text dependent,224,No,1,0.407570577149144
"""A Cowboy Who Rode the Waves""",Text dependent,204,No,3,0.5536100960037058
"""A Cowboy Who Rode the Waves""",Text dependent,252,No,3,0.834451644203024
"""A Cowboy Who Rode the Waves""",Text dependent,246,No,3,0.046055753438495654
"""A Cowboy Who Rode the Waves""",Text dependent,199,No,2,0.4179328291182015
"""A Cowboy Who Rode the Waves""",Text dependent,170,No,1,0.09961604960146916
"""A Cowboy Who Rode the Waves""",Text dependent,170,No,2,0.028473319972538037
"""A Cowboy Who Rode the Waves""",Text dependent,182,No,2,0.005161381434203111
"""A Cowboy Who Rode the Waves""",Text dependent,576,No,4,0.051396120985235244
"""A Cowboy Who Rode the Waves""",Text dependent,308,No,3,0.10123085647906577
"""A Cowboy Who Rode the Waves""",Text dependent,299,Yes,3,0.0514068366870039
"""A Cowboy Who Rode the Waves""",Text dependent,265,No,2,0.002907143839427896
"""A Cowboy Who Rode the Waves""",Text dependent,269,No,3,0.14039030994653642
"""A Cowboy Who Rode the Waves""",Text dependent,198,No,3,0.08479936181719669
"""A Cowboy Who Rode the Waves""",Text dependent,194,No,2,0.7505240387798179
"""A Cowboy Who Rode the Waves""",Text dependent,198,No,2,0.4813792332288874
Mandatory extracurricular activities,Independent,446,Yes,5,0.22288231481184334
Mandatory extracurricular activities,Independent,591,No,6,0.16805326076428412
Mandatory extracurricular activities,Independent,417,No,4,0.4044079265156753
Mandatory extracurricular activities,Independent,387,No,4,0.05093063322481342
Mandatory extracurricular activities,Independent,552,No,4,0.07459671378747836
Mandatory extracurricular activities,Independent,1045,No,5,0.007083622423357697
Mandatory extracurricular activities,Independent,328,No,3,0.09449915013346853
Mandatory extracurricular activities,Independent,494,No,4,0.125846251179516
Mandatory extracurricular activities,Independent,384,No,4,0.018037438588323473
Mandatory extracurricular activities,Independent,435,No,4,0.15246220456607953
Mandatory extracurricular activities,Independent,268,No,3,0.09982550906389832
Mandatory extracurricular activities,Independent,612,Yes,4,0.06763311612235431
Mandatory extracurricular activities,Independent,905,No,5,0.05120459097547875
Mandatory extracurricular activities,Independent,335,No,4,0.0892236693505267
Mandatory extracurricular activities,Independent,169,Yes,3,0.3688657403514178
Mandatory extracurricular activities,Independent,384,No,3,0.07765944618540378
Mandatory extracurricular activities,Independent,378,No,4,0.6953061159322523
Mandatory extracurricular activities,Independent,610,No,4,0.0033570111649804638
Mandatory extracurricular activities,Independent,513,No,4,0.0583236170921707
Mandatory extracurricular activities,Independent,567,No,4,0.0625146664848922
Mandatory extracurricular activities,Independent,286,No,3,0.83318116181695
Mandatory extracurricular activities,Independent,456,No,4,0.4592588926117955
Mandatory extracurricular activities,Independent,710,No,4,0.013220572789751446
Mandatory extracurricular activities,Independent,400,No,4,0.871744583311251
Mandatory extracurricular activities,Independent,380,No,4,0.9744596529840259
Mandatory extracurricular activities,Independent,508,No,4,0.3420734547385295
Mandatory extracurricular activities,Independent,420,No,4,0.023404150749174013
Mandatory extracurricular activities,Independent,327,No,3,0.06798706574104327
Mandatory extracurricular activities,Independent,336,No,3,0.5518395948159663
Mandatory extracurricular activities,Independent,348,No,4,0.9371458634861889
Mandatory extracurricular activities,Independent,269,No,3,0.026778413124196893
Mandatory extracurricular activities,Independent,256,No,4,0.5928625926998213
Mandatory extracurricular activities,Independent,632,No,5,0.028336324883080178
Mandatory extracurricular activities,Independent,420,No,4,0.04128848017594449
Mandatory extracurricular activities,Independent,1111,No,4,0.1443718715552585
Mandatory extracurricular activities,Independent,435,No,5,0.06849033129256704
Mandatory extracurricular activities,Independent,791,No,5,0.03250795587731089
Mandatory extracurricular activities,Independent,476,No,4,0.06651764694225276
Mandatory extracurricular activities,Independent,425,No,4,0.37218286712647247
Mandatory extracurricular activities,Independent,708,No,5,0.029921951151659184
Mandatory extracurricular activities,Independent,202,Yes,2,0.15714258053809319
Mandatory extracurricular activities,Independent,375,Yes,4,0.1410074366800433
Mandatory extracurricular activities,Independent,430,No,3,0.06925118273995735
Mandatory extracurricular activities,Independent,754,No,6,0.0022748690901048113
Mandatory extracurricular activities,Independent,264,No,3,0.865006016951102
Mandatory extracurricular activities,Independent,363,No,2,0.06189199021881122
Mandatory extracurricular activities,Independent,524,No,4,0.025997792908025844
Mandatory extracurricular activities,Independent,597,No,5,0.029330498623710954
Mandatory extracurricular activities,Independent,516,No,3,0.0027520497548573497
Mandatory extracurricular activities,Independent,664,No,5,0.03301209276015891
Mandatory extracurricular activities,Independent,598,No,4,0.020904999047569824
Mandatory extracurricular activities,Independent,593,No,5,0.1168501698456707
Mandatory extracurricular activities,Independent,248,No,3,0.163843486529014
Mandatory extracurricular activities,Independent,770,No,5,0.030336224007497616
Mandatory extracurricular activities,Independent,454,No,4,0.041443843560197896
Mandatory extracurricular activities,Independent,563,No,4,0.030966736383302673
Mandatory extracurricular activities,Independent,830,No,6,0.006050212305352609
Mandatory extracurricular activities,Independent,341,No,4,0.17805488791039434
Mandatory extracurricular activities,Independent,465,No,4,0.25250709457300563
Mandatory extracurricular activities,Independent,824,No,5,0.011756530876680618
Mandatory extracurricular activities,Independent,1065,No,6,0.03403868742654858
Mandatory extracurricular activities,Independent,501,No,4,0.048374215562761384
Mandatory extracurricular activities,Independent,368,No,4,0.12888160955315034
Mandatory extracurricular activities,Independent,621,No,4,0.0032153796687598027
Mandatory extracurricular activities,Independent,416,No,4,0.2279929712636283
Mandatory extracurricular activities,Independent,541,No,4,0.2785965085737347
Mandatory extracurricular activities,Independent,364,No,3,0.0619673203219068
Mandatory extracurricular activities,Independent,612,No,5,0.00588791030668115
Mandatory extracurricular activities,Independent,460,No,4,0.007749189111432909
Mandatory extracurricular activities,Independent,384,No,2,0.0012154357901389236
Mandatory extracurricular activities,Independent,475,No,4,0.06518686082737866
Mandatory extracurricular activities,Independent,257,No,2,0.019738761714409667
Mandatory extracurricular activities,Independent,548,No,5,0.03828770371225443
Mandatory extracurricular activities,Independent,520,No,4,0.03335503817241586
Mandatory extracurricular activities,Independent,308,No,4,0.05623832340691733
Mandatory extracurricular activities,Independent,416,No,4,0.3125541699287797
Mandatory extracurricular activities,Independent,432,No,4,0.08964729096818047
Mandatory extracurricular activities,Independent,325,Yes,2,0.0012164311969583084
Mandatory extracurricular activities,Independent,346,No,4,0.0838380334481637
Mandatory extracurricular activities,Independent,559,No,3,0.05037159128022569
Mandatory extracurricular activities,Independent,444,No,3,0.004668622424440497
Mandatory extracurricular activities,Independent,657,No,5,0.1656880640810262
Mandatory extracurricular activities,Independent,783,No,5,0.17589146803780836
Mandatory extracurricular activities,Independent,992,No,4,0.016409564250662364
Mandatory extracurricular activities,Independent,403,No,4,0.15564733289120783
Mandatory extracurricular activities,Independent,361,Yes,3,0.055122364409687194
Mandatory extracurricular activities,Independent,322,No,4,0.14405129348923698
Mandatory extracurricular activities,Independent,586,No,5,0.0452298449680872
Mandatory extracurricular activities,Independent,334,No,3,0.19185789631660713
Mandatory extracurricular activities,Independent,686,No,5,0.07788104097773772
Mandatory extracurricular activities,Independent,305,No,3,0.29268966817171355
Mandatory extracurricular activities,Independent,280,No,2,0.5989866080038003
Mandatory extracurricular activities,Independent,885,No,6,3.3879401672422576e-05
Mandatory extracurricular activities,Independent,239,No,3,0.17160855581146478
Mandatory extracurricular activities,Independent,483,No,4,0.016223078854279795
Mandatory extracurricular activities,Independent,540,Yes,3,0.0010536801985024454
Mandatory extracurricular activities,Independent,397,No,3,0.05045602601867159
Mandatory extracurricular activities,Independent,488,No,4,0.11122449365285651
Mandatory extracurricular activities,Independent,276,Yes,2,0.019112194666651233
Mandatory extracurricular activities,Independent,450,No,4,0.2617915918840123
Mandatory extracurricular activities,Independent,287,No,3,0.5802878627322186
Mandatory extracurricular activities,Independent,445,No,4,0.033689258582201294
Mandatory extracurricular activities,Independent,1009,No,5,0.0015897200117890012
Mandatory extracurricular activities,Independent,744,No,5,0.0036614704762474464
Mandatory extracurricular activities,Independent,912,No,5,0.021820776230175906
Mandatory extracurricular activities,Independent,201,No,3,0.1917581316312448
Mandatory extracurricular activities,Independent,392,No,4,0.1659291227102729
Mandatory extracurricular activities,Independent,298,No,4,0.420753261419789
Mandatory extracurricular activities,Independent,543,No,5,0.2140121206578183
Mandatory extracurricular activities,Independent,349,No,4,0.1719793314192107
Mandatory extracurricular activities,Independent,704,No,5,0.007870496654704164
Mandatory extracurricular activities,Independent,472,Yes,3,0.8760854099236287
Mandatory extracurricular activities,Independent,359,No,3,0.11344843182970052
Mandatory extracurricular activities,Independent,322,Yes,2,0.021947909030268293
Mandatory extracurricular activities,Independent,317,No,3,0.009730644804661084
Mandatory extracurricular activities,Independent,411,No,4,0.18839013038930766
Mandatory extracurricular activities,Independent,438,No,4,0.02076838490162985
Mandatory extracurricular activities,Independent,517,No,4,0.006320214840144897
Mandatory extracurricular activities,Independent,613,No,5,0.07763885314708321
Mandatory extracurricular activities,Independent,460,No,4,0.234744023138112
Mandatory extracurricular activities,Independent,406,No,4,0.332081814840633
Mandatory extracurricular activities,Independent,599,No,5,0.00791122832550961
Mandatory extracurricular activities,Independent,407,No,4,0.010932490525678828
Mandatory extracurricular activities,Independent,551,No,5,0.10899603192056889
Mandatory extracurricular activities,Independent,479,No,4,0.321593310598957
Mandatory extracurricular activities,Independent,348,No,4,0.21129134440253952
Mandatory extracurricular activities,Independent,489,No,4,0.28804496057983836
Mandatory extracurricular activities,Independent,322,No,4,0.24117640593692408
Mandatory extracurricular activities,Independent,521,No,5,0.018728572713289853
Mandatory extracurricular activities,Independent,309,No,4,0.5911982128724649
Mandatory extracurricular activities,Independent,464,No,4,0.6597077263453685
Mandatory extracurricular activities,Independent,410,No,2,0.013566896086635655
Mandatory extracurricular activities,Independent,263,No,3,0.8805075194253944
Mandatory extracurricular activities,Independent,858,No,4,0.006558232369564741
Mandatory extracurricular activities,Independent,509,No,4,0.010855185345956747
Mandatory extracurricular activities,Independent,529,No,5,0.017940184666027377
Mandatory extracurricular activities,Independent,477,No,5,0.8291056133047047
Mandatory extracurricular activities,Independent,515,No,4,0.725431654069109
Mandatory extracurricular activities,Independent,179,No,2,0.9377189491178622
Mandatory extracurricular activities,Independent,499,No,5,0.15899648917040357
Mandatory extracurricular activities,Independent,560,No,3,0.009099955508277394
Mandatory extracurricular activities,Independent,342,No,2,0.057280096743625365
Mandatory extracurricular activities,Independent,821,No,6,0.014219554358448093
Mandatory extracurricular activities,Independent,366,No,3,0.6770514980248636
Mandatory extracurricular activities,Independent,428,No,4,0.33391509436617955
Mandatory extracurricular activities,Independent,155,Yes,2,0.6637599533386029
Mandatory extracurricular activities,Independent,451,No,4,0.022383870070187054
Mandatory extracurricular activities,Independent,289,No,4,0.8453693109699415
Mandatory extracurricular activities,Independent,650,No,5,0.08588307006140286
Mandatory extracurricular activities,Independent,1076,No,5,1.1702770733036994e-06
Mandatory extracurricular activities,Independent,468,No,4,0.2776496017463494
Mandatory extracurricular activities,Independent,189,No,2,0.21304092558695292
Mandatory extracurricular activities,Independent,758,No,3,0.0016694737066094243
Mandatory extracurricular activities,Independent,636,No,6,0.004538539494635107
Mandatory extracurricular activities,Independent,450,No,5,0.08405489770524807
Mandatory extracurricular activities,Independent,519,No,5,0.008791426624933499
Mandatory extracurricular activities,Independent,364,No,2,0.3550178564946508
Mandatory extracurricular activities,Independent,580,No,4,0.05918189250731163
Mandatory extracurricular activities,Independent,799,No,5,0.03610751032656469
Mandatory extracurricular activities,Independent,382,No,3,0.1881765620080927
Mandatory extracurricular activities,Independent,392,No,4,0.07273834102116225
Mandatory extracurricular activities,Independent,349,No,3,0.23411779823162449
Mandatory extracurricular activities,Independent,566,No,4,0.12622567538861462
Mandatory extracurricular activities,Independent,410,No,4,0.10348795421862043
Mandatory extracurricular activities,Independent,439,Yes,3,0.0020600655176348
Mandatory extracurricular activities,Independent,315,No,4,0.11733291782885981
Mandatory extracurricular activities,Independent,354,No,4,0.037563899678708046
Mandatory extracurricular activities,Independent,1067,No,6,0.004512141150620472
Mandatory extracurricular activities,Independent,574,No,5,0.029514289149989527
Mandatory extracurricular activities,Independent,387,No,4,0.39804859280405946
Mandatory extracurricular activities,Independent,423,No,4,0.0031697899940652382
Mandatory extracurricular activities,Independent,631,Yes,5,0.01218379165786142
Mandatory extracurricular activities,Independent,676,No,4,0.010300506062635563
Mandatory extracurricular activities,Independent,231,No,3,0.872368856468148
Mandatory extracurricular activities,Independent,396,No,4,0.1640477500072378
Mandatory extracurricular activities,Independent,581,No,4,0.33848802391290334
Mandatory extracurricular activities,Independent,450,No,4,0.08883526604297064
Mandatory extracurricular activities,Independent,318,No,3,0.03685549803127852
Mandatory extracurricular activities,Independent,760,No,6,0.022286888051016186
Mandatory extracurricular activities,Independent,508,No,4,0.18790745029938097
Mandatory extracurricular activities,Independent,308,No,3,0.2209685527511283
Mandatory extracurricular activities,Independent,603,No,5,0.05902449599282717
Mandatory extracurricular activities,Independent,588,No,4,0.01644782975291734
Mandatory extracurricular activities,Independent,464,No,5,0.08136556809018412
Mandatory extracurricular activities,Independent,613,No,4,0.0075052031091578965
Mandatory extracurricular activities,Independent,285,No,3,0.4022625724173792
Mandatory extracurricular activities,Independent,306,No,3,0.04359291865225454
Mandatory extracurricular activities,Independent,684,No,5,0.09638754857956382
Mandatory extracurricular activities,Independent,572,No,4,0.045620862341796214
Mandatory extracurricular activities,Independent,546,No,4,0.03800429432901077
Mandatory extracurricular activities,Independent,288,No,4,0.27470026272104503
Mandatory extracurricular activities,Independent,544,No,4,0.088890573928971
Mandatory extracurricular activities,Independent,448,No,4,0.0001906557017453038
Mandatory extracurricular activities,Independent,937,No,4,2.7434722117209418e-05
Mandatory extracurricular activities,Independent,702,No,5,0.007603794884633694
Mandatory extracurricular activities,Independent,450,No,4,0.3110346401502655
Mandatory extracurricular activities,Independent,496,Yes,3,0.29166774148599645
Mandatory extracurricular activities,Independent,704,No,2,0.19892545153172167
Mandatory extracurricular activities,Independent,398,No,4,0.027231953400631878
Mandatory extracurricular activities,Independent,467,No,4,0.08383094118406785
Mandatory extracurricular activities,Independent,202,No,2,0.40216672069758796
Mandatory extracurricular activities,Independent,558,No,5,0.032883288575170914
Mandatory extracurricular activities,Independent,617,No,4,0.12929585796899917
Mandatory extracurricular activities,Independent,380,No,4,0.5961213196356612
Mandatory extracurricular activities,Independent,440,No,4,0.037291615184705244
Mandatory extracurricular activities,Independent,646,No,5,0.1494366117028926
Mandatory extracurricular activities,Independent,355,No,4,0.8850575203940538
Mandatory extracurricular activities,Independent,692,No,4,0.02820780170252273
Mandatory extracurricular activities,Independent,461,No,4,0.021091863669817176
Mandatory extracurricular activities,Independent,329,No,4,0.18533247967186506
Mandatory extracurricular activities,Independent,431,Yes,4,0.043771936906148855
Mandatory extracurricular activities,Independent,439,No,4,0.5118856334208026
Mandatory extracurricular activities,Independent,734,No,5,0.041910722730073166
Mandatory extracurricular activities,Independent,253,Yes,3,0.0766536514049707
Mandatory extracurricular activities,Independent,623,No,4,0.02436747825473377
Mandatory extracurricular activities,Independent,406,No,4,0.10822424416308893
Mandatory extracurricular activities,Independent,998,No,5,0.013735688780968277
Mandatory extracurricular activities,Independent,464,No,3,0.06112414400343919
Mandatory extracurricular activities,Independent,337,No,4,0.13030742343451876
Mandatory extracurricular activities,Independent,288,No,3,0.07311289839104831
Mandatory extracurricular activities,Independent,438,No,4,0.1762069259337209
Mandatory extracurricular activities,Independent,566,No,5,0.08157847314314225
Mandatory extracurricular activities,Independent,628,No,4,0.05725937212660274
Mandatory extracurricular activities,Independent,430,No,3,0.013125113027627986
Mandatory extracurricular activities,Independent,235,No,3,0.7319598585758533
Mandatory extracurricular activities,Independent,774,No,5,0.07230615578844161
Mandatory extracurricular activities,Independent,380,No,3,0.07816840811640918
Mandatory extracurricular activities,Independent,498,No,5,0.05057184387980011
Mandatory extracurricular activities,Independent,863,No,5,0.03780527338762283
Mandatory extracurricular activities,Independent,384,No,3,0.08779850719799799
Mandatory extracurricular activities,Independent,504,No,5,0.04736632611522306
Mandatory extracurricular activities,Independent,262,No,3,0.5612470201024294
Mandatory extracurricular activities,Independent,443,No,4,0.5704499096375633
Mandatory extracurricular activities,Independent,610,No,5,0.02332763861520013
Mandatory extracurricular activities,Independent,360,No,3,0.06836132684055145
Mandatory extracurricular activities,Independent,688,No,5,0.16167982515730503
Mandatory extracurricular activities,Independent,814,No,5,0.18752333143523373
Mandatory extracurricular activities,Independent,520,No,4,0.05469639244662728
Mandatory extracurricular activities,Independent,580,No,5,0.017704633586611982
Mandatory extracurricular activities,Independent,757,No,5,0.0031930355202263003
Mandatory extracurricular activities,Independent,299,No,4,0.6382562298125622
Mandatory extracurricular activities,Independent,330,No,3,0.07599084478479234
Mandatory extracurricular activities,Independent,521,No,4,0.03675291099379129
Mandatory extracurricular activities,Independent,518,No,1,0.0003664603809929433
Mandatory extracurricular activities,Independent,513,No,4,0.1461272495827932
Mandatory extracurricular activities,Independent,508,No,4,0.17072752122719717
Mandatory extracurricular activities,Independent,944,No,4,1.1910527803284913e-05
Mandatory extracurricular activities,Independent,353,No,4,0.6587911457093938
Mandatory extracurricular activities,Independent,481,No,4,0.05859940027920865
Mandatory extracurricular activities,Independent,388,No,2,0.004022447974305748
Mandatory extracurricular activities,Independent,393,No,4,0.11830135694911613
Mandatory extracurricular activities,Independent,871,No,5,0.010296371705570913
Mandatory extracurricular activities,Independent,367,No,4,0.10363865075350119
Mandatory extracurricular activities,Independent,1022,No,6,0.027954405994976155
Mandatory extracurricular activities,Independent,367,No,3,0.03685869351744842
Mandatory extracurricular activities,Independent,469,No,4,0.045481964920913
Mandatory extracurricular activities,Independent,293,No,3,0.0006937416915633056
Mandatory extracurricular activities,Independent,530,No,5,0.7135948059813955
Mandatory extracurricular activities,Independent,329,Yes,4,0.040167527958677375
Mandatory extracurricular activities,Independent,487,No,5,0.4889202753268534
Mandatory extracurricular activities,Independent,637,No,5,0.0071523060360916026
Mandatory extracurricular activities,Independent,660,No,5,0.06447924713538378
Mandatory extracurricular activities,Independent,195,No,2,0.2957531728433235
Mandatory extracurricular activities,Independent,273,No,2,0.002762048752873501
Mandatory extracurricular activities,Independent,280,No,3,0.38625421696295553
Mandatory extracurricular activities,Independent,747,No,5,0.03389776725919249
Mandatory extracurricular activities,Independent,440,No,4,0.020280345697686178
Mandatory extracurricular activities,Independent,650,No,4,0.026825478992652474
Mandatory extracurricular activities,Independent,342,No,3,0.07663189639680744
Mandatory extracurricular activities,Independent,351,No,3,0.690809122120347
Mandatory extracurricular activities,Independent,439,No,3,0.13961387335169476
Mandatory extracurricular activities,Independent,766,No,4,0.003390653905826129
Mandatory extracurricular activities,Independent,388,No,4,0.020769032599650104
Mandatory extracurricular activities,Independent,368,Yes,3,0.012652923088697782
Mandatory extracurricular activities,Independent,336,No,3,0.018882290818367613
Mandatory extracurricular activities,Independent,368,No,3,0.4181556257209595
Mandatory extracurricular activities,Independent,1135,Yes,2,0.0001672202384295014
Mandatory extracurricular activities,Independent,294,No,3,0.09471992203194483
Mandatory extracurricular activities,Independent,225,No,2,0.4223909373465435
Mandatory extracurricular activities,Independent,308,No,4,0.1442249138808864
Mandatory extracurricular activities,Independent,1068,Yes,5,4.57380338752141e-05
Mandatory extracurricular activities,Independent,404,No,2,0.0030317537039089076
Mandatory extracurricular activities,Independent,161,No,2,0.03225125099438854
Mandatory extracurricular activities,Independent,268,No,3,0.6892852976529844
Mandatory extracurricular activities,Independent,793,Yes,5,0.06947022389135939
Mandatory extracurricular activities,Independent,417,No,4,0.062215397828995746
Mandatory extracurricular activities,Independent,691,No,5,0.013299998640731241
Mandatory extracurricular activities,Independent,696,No,5,0.010498409588562395
Mandatory extracurricular activities,Independent,638,No,5,0.2810290196356281
Mandatory extracurricular activities,Independent,331,Yes,3,0.19208446754478203
Mandatory extracurricular activities,Independent,434,No,4,0.036666782501779016
Mandatory extracurricular activities,Independent,672,No,5,0.3921045723613622
Mandatory extracurricular activities,Independent,402,No,4,0.5571952754284133
Mandatory extracurricular activities,Independent,168,No,2,0.1304386769012797
Mandatory extracurricular activities,Independent,227,No,2,0.025778541692952888
Mandatory extracurricular activities,Independent,183,No,2,0.016713757200142555
Mandatory extracurricular activities,Independent,592,No,4,0.0001589782263651843
Mandatory extracurricular activities,Independent,339,No,3,0.24624427117564301
Mandatory extracurricular activities,Independent,321,No,4,0.013653038337487176
Mandatory extracurricular activities,Independent,227,No,2,1.3551488318095157e-11
Mandatory extracurricular activities,Independent,589,No,4,0.09382613978199282
Mandatory extracurricular activities,Independent,783,No,5,0.014222734099400936
Mandatory extracurricular activities,Independent,578,No,4,0.009596906626097775
Mandatory extracurricular activities,Independent,516,No,4,0.608482261996342
Mandatory extracurricular activities,Independent,320,No,3,0.5473032467343643
Mandatory extracurricular activities,Independent,458,No,4,0.5352726461491671
Mandatory extracurricular activities,Independent,463,No,3,0.047019390440058276
Mandatory extracurricular activities,Independent,370,No,3,0.2950964383319089
Mandatory extracurricular activities,Independent,219,No,2,0.12779749986419692
Mandatory extracurricular activities,Independent,416,No,3,1.609471088416456e-09
Mandatory extracurricular activities,Independent,414,No,4,0.02900007984294795
Mandatory extracurricular activities,Independent,463,No,4,0.10615321523266305
Mandatory extracurricular activities,Independent,441,No,3,0.0016217530812510613
Mandatory extracurricular activities,Independent,656,No,5,0.02724726202134011
Mandatory extracurricular activities,Independent,323,No,4,0.3070276383152614
Mandatory extracurricular activities,Independent,681,No,5,0.24503493377784313
Mandatory extracurricular activities,Independent,318,Yes,3,0.7005978361098829
Mandatory extracurricular activities,Independent,307,No,4,0.30456088528625613
Mandatory extracurricular activities,Independent,458,No,4,0.026871287453697813
Mandatory extracurricular activities,Independent,549,No,3,0.02352183809098685
Mandatory extracurricular activities,Independent,586,No,4,0.005974748718901084
Mandatory extracurricular activities,Independent,383,No,4,0.05155474915703249
Mandatory extracurricular activities,Independent,248,Yes,2,0.953830305800847
Mandatory extracurricular activities,Independent,398,No,3,0.5769063381760221
Mandatory extracurricular activities,Independent,719,No,6,0.08111654244679523
Mandatory extracurricular activities,Independent,490,No,4,0.03007910495115332
Mandatory extracurricular activities,Independent,475,No,5,0.0698058355274021
Mandatory extracurricular activities,Independent,808,No,5,0.0015915370367437468
Mandatory extracurricular activities,Independent,584,No,4,0.06694543977423426
