essay_id_comp,pair_id,is_ell,binoculars_score
59DD3EA75BBC,701,1,1.0595703125
5B368DDD3F8C,702,1,1.017578125
5B9FE6CD8325,703,1,1.0654296875
5CDAB6845C66,704,1,1.095703125
5D443A597805,705,1,1.01171875
5EBAC1048D81,706,1,1.0986328125
5F209EC4FAFE,707,1,1.013671875
5FD23AF412E3,708,1,1.0146484375
6.84E+11,709,1,1.08984375
60B21E600112,710,1,1.05859375
61ECCAC44988,711,1,1.0966796875
636950C6D238,712,1,1.103515625
65438F49477E,713,1,1.041015625
6572A07804F5,714,1,1.10546875
65A51681A3D4,715,1,1.0322265625
65C1010EFD70,716,1,0.9921875
6680CFA0A5FA,717,1,1.1279296875
679E08FE07E9,718,1,1.0791015625
67B4E798A5B4,719,1,1.0859375
69CD60305927,720,1,1.02734375
69EC06408ECC,721,1,1.1083984375
6A06F2980D1D,722,1,1.0048828125
6A49432C3001,723,1,1.0947265625
6A59039E0B75,724,1,1.0478515625
6A97E65BBE95,725,1,1.1484375
6B34AE0F8DBF,726,1,1.0693359375
6B4F37D30E7C,727,1,1.0517578125
6BE62D75C393,728,1,1.0703125
6C65888BFC01,729,1,1.1025390625
6C9BC5291AC0,730,1,1.1005859375
6CAE50193714,731,1,1.017578125
6D71BE450744,732,1,1.025390625
6D849307F079,733,1,1.060546875
6DFAF0C83FE9,734,1,1.0810546875
6E54DEB8CFA8,735,1,1.0224609375
6E818F7FC8E5,736,1,1.072265625
6ED825F9F077,737,1,1.0712890625
6F1AED0B940E,738,1,1.0712890625
6F9CC2F68E78,739,1,1.01953125
7056F34BCF9F,740,1,1.078125
7094F2B10D77,741,1,1.025390625
70C1BBD02DD5,742,1,1.1318359375
71B6B3BAAD43,743,1,1.06640625
71CF98E09876,744,1,1.0537109375
71D8C6F66395,745,1,1.064453125
71E646BD553B,746,1,1.0810546875
72D646FEEBCD,747,1,1.130859375
72EC6BF9671A,748,1,1.103515625
731BDB9899E5,749,1,1.0234375
73E967510324,750,1,1.072265625
7491C8556CDC,751,1,1.033203125
7500A3088217,752,1,1.078125
75215659EBB3,753,1,1.1767578125
7699AA6DF309,754,1,1.09375
76C3430373A4,755,1,1.1875
7704558907A5,756,1,1.060546875
7747C10E8713,757,1,1.0810546875
78283BDAF59E,758,1,1.08984375
7AD5A8A0B658,759,1,1.0615234375
7B6E2352663C,760,1,1.0654296875
7BC12E549AF3,761,1,1.033203125
7CA79A805C92,762,1,1.037109375
7EDFBE24CF70,763,1,1.0126953125
81A14F343EFB,764,1,1.0380859375
81DCA3B6B4F8,765,1,1.0283203125
822BF1CDB448,766,1,1.0458984375
83212281F410,767,1,1.0634765625
857459F8DD8D,768,1,1.0830078125
857543B701E0,769,1,1.0966796875
859F995E6AE7,770,1,1.0849609375
85DF590446F7,771,1,1.19921875
86C9035D2775,772,1,1.0546875
87B3D8A593F3,773,1,1.130859375
87E8F5BE0FBA,774,1,1.0712890625
88142980CC06,775,1,1.1640625
886FBC31233D,776,1,1.138671875
8A658A988B96,777,1,0.99072265625
8B19F3C51A0E,778,1,1.1669921875
8B4FAFA150A8,779,1,1.0390625
8C438E75385D,780,1,1.16015625
8D3BE9EAB1D5,781,1,1.0703125
8DBB56C6FE85,782,1,1.0859375
900BEEB28B8F,783,1,1.0537109375
907F017A332D,784,1,1.0107421875
912848EF6E5E,785,1,1.041015625
91BE694E60E0,786,1,1.01953125
9224F001F074,787,1,1.0908203125
93412723EE69,788,1,1.10546875
93E10E079796,789,1,1.1298828125
93E94C3BFE5B,790,1,1.0576171875
947603E543BD,791,1,1.0810546875
957EE90E67F9,792,1,1.0439453125
964639CCF90C,793,1,1.0390625
9652C3CE96B9,794,1,1.1015625
975C17CEBFEB,795,1,1.1298828125
99516F0F2057,796,1,1.0830078125
997CE2289B8D,797,1,1.0537109375
99D8B323FBB5,798,1,1.123046875
9A1DC81E4FB5,799,1,1.130859375
9A554EAE3123,800,1,1.0693359375
9C0027B60E3C,801,1,1.0712890625
9C9B14A8CB1C,802,1,1.19140625
9CC514380DD1,803,1,1.1083984375
9CCA38CB452F,804,1,1.0859375
9D42FF4BDA82,805,1,1.1083984375
9D6EC43089B1,806,1,1.0146484375
9DE0959F746D,807,1,1.1396484375
9E1B8D4EA6B0,808,1,1.125
9E631C8CBE24,809,1,1.0751953125
9F4AB89F0977,810,1,1.130859375
9F7BAFDB7636,811,1,1.220703125
9FBF8FD4AC42,812,1,1.0654296875
9FC90B9C6420,813,1,1.056640625
A0153C4F766F,814,1,1.1298828125
A07A05AD9104,815,1,1.05078125
A17FAA0B69B3,816,1,1.1708984375
A207D65E1242,817,1,1.0048828125
A236138C45D7,818,1,1.0693359375
A23A85805BF3,819,1,0.98388671875
A241F510FD0F,820,1,1.0595703125
A2DCB2389283,821,1,1.0771484375
A3041B0D7D5E,822,1,1.0693359375
A3B087D54848,823,1,1.0400390625
A3BB032558E2,824,1,1.0869140625
A3E9FFE283E3,825,1,1.017578125
A4FB165016A2,826,1,1.0888671875
A5E1EC0802BB,827,1,1.08984375
A615D47180DF,828,1,1.0849609375
A831BFD2DCBE,829,1,1.041015625
A85140714805,830,1,1.0478515625
A8D21847EA6D,831,1,1.1494140625
A93C6DA5B026,832,1,1.1220703125
AA221FA4011B,833,1,1.0341796875
AA23423F78A8,834,1,1.107421875
AB60653E4DF4,835,1,1.0458984375
AB6339FAFA83,836,1,1.09375
AB67AC2F7056,837,1,1.123046875
ABCAF2A8A893,838,1,1.12890625
AC42527080C6,839,1,1.0625
AD4CDEA8D87E,840,1,1.080078125
ADF8439EB6BB,841,1,1.0859375
AEA73706EE2E,842,1,1.119140625
B0EA4F7B076C,843,1,1.181640625
B10CB91548C8,844,1,1.0556640625
B1FDBC8F5BAB,845,1,1.0751953125
B24EE1A93A0B,846,1,1.02734375
B2CBF9664DE0,847,1,1.0341796875
B382F142AD2D,848,1,0.95654296875
B460B20EE678,849,1,1.048828125
B47DABE530F2,850,1,1.0986328125
B516D974076B,851,1,1.0087890625
B54811F6BB97,852,1,1.0478515625
B65E51FC6758,853,1,1.1015625
B6695545FC89,854,1,1.0966796875
B79ABAFC71D1,855,1,1.04296875
B7AE34990F95,856,1,1.0234375
B87C526D4939,857,1,1.017578125
B8910F08938D,858,1,1.021484375
B8C06B8720EA,859,1,1.072265625
B8D9250543E0,860,1,1.11328125
B9854217BB04,861,1,1.1455078125
BB8B609FE966,862,1,1.05078125
BC100C3DCE76,863,1,1.1181640625
BC22AA8852AD,864,1,1.0703125
BCEBA1D60DFD,865,1,1.12890625
BD0B0FC905B0,866,1,1.0595703125
BDAAE2AE7BA8,867,1,1.095703125
BDB0B088F383,868,1,0.98876953125
BECE5A864891,869,1,1.0400390625
BFCB0275C205,870,1,1.005859375
C0767A86EFA6,871,1,1.0009765625
C196DA0C7688,872,1,0.99951171875
C1B1FC1F48AB,873,1,1.0712890625
C36EB14E857E,874,1,1.0390625
C405CB0C12D2,875,1,1.1181640625
C4C6482B9C24,876,1,1.0810546875
C4D337EB3C89,877,1,1.0498046875
C5B3EC7CBE65,878,1,1.08984375
C6BD7BC844E8,879,1,1.1376953125
C6CC52B30602,880,1,1.0830078125
C7142A26576B,881,1,1.052734375
C73873C693E4,882,1,1.0791015625
C836CCC60538,883,1,1.12890625
C977BF624065,884,1,1.068359375
CA00B5944124,885,1,1.1259765625
CC5B9296DE9B,886,1,0.9990234375
CD60AD20D71B,887,1,1.0302734375
CDF9E0357692,888,1,1.0087890625
CE080C7C454B,889,1,1.0205078125
CEA8A1C74F15,890,1,0.9765625
CF5B07AFF66D,891,1,1.1474609375
CF5E22D8DEBB,892,1,1.1376953125
CF8A94B2CB3A,893,1,1.0810546875
CF91D7E2E478,894,1,1.07421875
D04FFF579D2D,895,1,1.1123046875
D0B6CE1FA38E,896,1,1.1279296875
D104A552BB7A,897,1,1.140625
D2BF0D341FEF,898,1,1.072265625
D5F571E83196,899,1,1.0771484375
D67BA770AB5C,900,1,1.1005859375
D75BACBBB288,901,1,1.068359375
D85690C1836A,902,1,1.134765625
D9E20EC397C6,903,1,1.095703125
DB0E754610DB,904,1,1.05859375
DBCF8BAE6583,905,1,1.029296875
DBDCC2CAB0BD,906,1,1.0634765625
DC4E11A259D8,907,1,1.0615234375
DCA515BA4267,908,1,1.08203125
DD0CD2B6F7CB,909,1,1.064453125
DF4E1B5910B6,910,1,1.109375
DF81E256BF82,911,1,1.05078125
E088D1A59F4C,912,1,1.158203125
E0BC2294DD8B,913,1,1.111328125
E0CF4993483B,914,1,1.0771484375
E114EF35BC66,915,1,1.0771484375
E145EE17F740,916,1,1.0693359375
E22EDA0278ED,917,1,0.99267578125
E2331FEC7D4C,918,1,1.0693359375
E2A544B069F1,919,1,1.076171875
E3CCB7ECC75F,920,1,1.0732421875
E43EC35834FB,921,1,1.0703125
E553C3AB4595,922,1,1.04296875
E68C7BE94DC1,923,1,1.1220703125
E6B00E088C29,924,1,1.060546875
E7276788F5CF,925,1,1.1455078125
E761F2D336BF,926,1,1.0537109375
E90D33CC0FD9,927,1,1.0126953125
E97670F90297,928,1,1.06640625
EA0266080005,929,1,0.95703125
EA485A2E96A8,930,1,1.1103515625
EA9FCAE3C575,931,1,1.1416015625
EBFFDD16EBE4,932,1,1.033203125
EC9EFB9993D4,933,1,1.0634765625
ED2432D54B08,934,1,1.0751953125
EDD12BA31EE3,935,1,1.1005859375
EF248B197113,936,1,1.046875
EFD320B985D6,937,1,1.0791015625
F0117C347C4A,938,1,1.02734375
F11C0DCB69A5,939,1,1.0791015625
F25A1084D2A5,940,1,1.08203125
F28610E34CDE,941,1,1.046875
F2AE26666823,942,1,1.1171875
F2D89425BF9C,943,1,1.1396484375
F36E4C217F66,944,1,1.0869140625
F5D821297BA8,945,1,1.0810546875
F5EFE72B5E63,946,1,1.056640625
F63F47E95B90,947,1,1.03515625
F6D551EC40F9,948,1,1.044921875
F6ECC2B2AE10,949,1,1.09765625
F6F8929C3714,950,1,1.0927734375
F76B24B4AB78,951,1,1.109375
F8259E04E6A4,952,1,1.095703125
F8604E860216,953,1,1.0986328125
F88808130618,954,1,1.150390625
F8BC10E247D6,955,1,1.064453125
F9531F4E4575,956,1,1.1376953125
F9809C77F3F2,957,1,1.091796875
FA03BD616C6B,958,1,1.109375
FA15A1E3BF2C,959,1,1.18359375
FA619612BB82,960,1,1.1171875
FB1553163CF5,961,1,1.0908203125
FB3850CF775C,962,1,1.099609375
FB6C139752AA,963,1,1.05078125
FBF9D2EFA26F,964,1,0.9970703125
FC094F0B385D,965,1,1.03515625
FD15CD8208FC,966,1,1.0859375
FDFEDB4A87C9,967,1,1.0830078125
FE57FFEC9F4A,968,1,1.1064453125
FE753233249B,969,1,1.0390625
FF85BE667361,970,1,1.0400390625
01612EE431CC,971,1,1.1201171875
016A837B94F5,972,1,0.96435546875
01B52B1D14F8,973,1,1.0537109375
021663FD2F2E,974,1,1.1083984375
02A202213790,975,1,1.01953125
037059DAD8EF,976,1,1.02734375
052BD823F2E5,977,1,1.0546875
0581A6F4E804,978,1,1.0478515625
06B8BE0A0B31,979,1,1.0205078125
081A0EDC2648,980,1,1.0771484375
0873F94DA728,981,1,1.0625
08C0A3DF5802,982,1,1.03515625
0A869157413A,983,1,1.02734375
0AB5C0C20670,984,1,1.060546875
0ACB0E08934E,985,1,1.130859375
0AF5343C0F78,986,1,1.017578125
0B3AF801DF31,987,1,0.95556640625
0BCD6C24589E,988,1,1.072265625
0D7FAACC389B,989,1,1.0107421875
0DEDD9E3222F,990,1,1.0966796875
0E7623B59290,991,1,1.0615234375
0E8E64439570,992,1,1.046875
0F8513BFBB6C,993,1,1.0947265625
10CBDD983149,994,1,1.09375
1134E5131492,995,1,1.080078125
121DCFFBC671,996,1,1.0283203125
12C5A35EFF2A,997,1,1.0498046875
12DB0A4C8044,998,1,1.0439453125
13154AD7E3C6,999,1,1.0498046875
137D6A21D7F1,1000,1,1.0888671875
14236F6FEAD6,1001,1,1.0966796875
1499841F4EB8,1002,1,0.96728515625
15810FF4CB38,1003,1,1.1552734375
15B8F793134D,1004,1,1.087890625
16364DA86C3D,1005,1,0.96826171875
16732FC08C66,1006,1,1.076171875
172FD130ABD5,1007,1,1.08203125
1748EF8A5B22,1008,1,1.029296875
19F9DDC5E549,1009,1,1.1328125
1A0C188A87EB,1010,1,0.982421875
1A26AFD79998,1011,1,1.068359375
1AF108167F91,1012,1,1.0859375
1B47AFB3E7AC,1013,1,1.041015625
1BDDBCF9B071,1014,1,1.0634765625
1C9693E27251,1015,1,1.021484375
1CB94A9B77DC,1016,1,1.017578125
1D6D338A6BA2,1017,1,0.97314453125
1DC7F82830D6,1018,1,1.02734375
1DEDB886B240,1019,1,1.1630859375
1EE05F854764,1020,1,1.08203125
1EE7B96B426A,1021,1,1.044921875
1F2B26DEF4B4,1022,1,1.12109375
218490FD2E1B,1023,1,1.12890625
21DB44529744,1024,1,1.060546875
22B559FB5DFB,1025,1,1.07421875
23968A5EA064,1026,1,0.9921875
23A195AB438D,1027,1,1.0390625
25FA01853A35,1028,1,1.001953125
25FF1315AD6E,1029,1,1.0283203125
26077CB12CB0,1030,1,1.0009765625
261410C78D28,1031,1,1.0537109375
271011381AB9,1032,1,1.111328125
284D36011581,1033,1,1.0224609375
285D4F815B44,1034,1,1.083984375
29C56EF2E579,1035,1,1.07421875
29D9B49F8CDF,1036,1,1.0234375
29DEA3E5DA18,1037,1,0.9912109375
2A11D62ACDDA,1038,1,1.146484375
2A1BAB5C82FE,1039,1,1.0908203125
2B2696900DDF,1040,1,1.091796875
2B2CA9F91879,1041,1,1.041015625
2B2D470DD5A2,1042,1,1.1064453125
2B5560516314,1043,1,1.07421875
2C4272F02823,1044,1,1.021484375
2CF5EC4E36F2,1045,1,1.052734375
2D08A68E70CD,1046,1,1.0966796875
2E21A00D92BC,1047,1,1.0703125
2E345725190C,1048,1,1.0244140625
2E9B5CD4716D,1049,1,1.11328125
2FD5E4852667,1050,1,1.01953125
300FF3D97F1C,1051,1,1.0380859375
30A900519B84,1052,1,1.1630859375
31F109F70507,1053,1,0.95458984375
3206B93DCCE4,1054,1,1.1611328125
325FE13C0550,1055,1,1.083984375
3679FD464B98,1056,1,1.1484375
36F89CC566E6,1057,1,1.0830078125
37E92AE1EE00,1058,1,1.0146484375
384D9E9B4369,1059,1,1.111328125
3936CD2D8CF3,1060,1,1.0283203125
39D60268FE94,1061,1,1.05078125
3A79363D6FB4,1062,1,1.083984375
3BE469D14525,1063,1,1.0849609375
3C55E492D3F1,1064,1,1.0732421875
3CB70E47603E,1065,1,1.0224609375
3DA49C7B4B14,1066,1,1.080078125
3EAFD5EF3E21,1067,1,1.0068359375
3EE3AFE0447D,1068,1,1.0341796875
3EF3E5B52108,1069,1,0.99267578125
3F98D44407D0,1070,1,1.02734375
3FD3D46D72B7,1071,1,1.099609375
401226E7EF51,1072,1,1.08984375
407CDC6692CA,1073,1,1.0546875
417CEC19CAD5,1074,1,1.0966796875
41C1CA3C7BB3,1075,1,1.06640625
42017C1963DB,1076,1,1.0908203125
42320FFF7304,1077,1,1.033203125
425B6E662EE5,1078,1,1.0419921875
42EDEB88B813,1079,1,1.1025390625
43E7F29EC341,1080,1,1.037109375
44097BA9A171,1081,1,1.0537109375
445FC339B11B,1082,1,1.1083984375
4483D41956AE,1083,1,1.0654296875
44975DEF87EC,1084,1,1.0234375
44BD004D9B29,1085,1,0.98388671875
453782F3E15C,1086,1,1.1826171875
455D0FE2839E,1087,1,1.1181640625
45C0A94A1668,1088,1,1.0830078125
4895FD6B8393,1089,1,1.0859375
494A7909D20A,1090,1,1.07421875
49CC4EA5F3AF,1091,1,1.068359375
49ED588E79B1,1092,1,1.0205078125
4A5297AE5BB8,1093,1,1.0263671875
4A8383F42E69,1094,1,0.9375
4AE962B7BDAA,1095,1,1.044921875
4BB22B627339,1096,1,1.04296875
4BDFA2752BDF,1097,1,1.0087890625
4C0EB60473E1,1098,1,1.0654296875
4DD3D787193A,1099,1,1.091796875
4DFD21498F8A,1100,1,1.015625
4E2B21AF8C1D,1101,1,1.1103515625
4F2411BA214D,1102,1,1.0556640625
4FFC4DB08B42,1103,1,1.0625
51D38A8BF1A5,1104,1,1.1689453125
53E6A71823D3,1105,1,1.0126953125
5448F119688D,1106,1,1.0712890625
54537C49501D,1107,1,1.0517578125
547FAEEA4126,1108,1,1.0419921875
548D9A2163BE,1109,1,1.0185546875
54F2FE78DA79,1110,1,1.04296875
5503B0FB1886,1111,1,0.95263671875
558101C8F52A,1112,1,1.0654296875
55D07D14B354,1113,1,1.009765625
561B40558116,1114,1,1.1162109375
56A21776B470,1115,1,1.1318359375
56ECA100D97A,1116,1,1.1064453125
573A550002C0,1117,1,1.0048828125
5806F59FB3C4,1118,1,1.04296875
5875D6BFC687,1119,1,1.0927734375
59B20B627F41,1120,1,1.0537109375
59D72A2EE874,1121,1,1.1123046875
59F068C71B96,1122,1,1.0185546875
5A230824A066,1123,1,0.9912109375
5A24112EF1C8,1124,1,1.0400390625
5AF04068D0B9,1125,1,1.0419921875
5B5FFDB3C761,1126,1,1.02734375
5BEB7EE5A93F,1127,1,1.041015625
5C2B6A9275A3,1128,1,1.060546875
5C5D2AC26FF4,1129,1,1.04296875
5C7BD98F4B35,1130,1,1.0048828125
5CAA0D5849FD,1131,1,1.046875
5E75A1B48D17,1132,1,1.0390625
5E8BECE0067B,1133,1,1.0908203125
5E98AE1FEA8E,1134,1,1.119140625
5EB1944E4C52,1135,1,1.056640625
5EEA3BC97307,1136,1,1.0771484375
5F3345B72316,1137,1,1.015625
606501D4CDA5,1138,1,1.0439453125
6194CD3215CB,1139,1,0.89990234375
61BABBBB9822,1140,1,1.091796875
61BCD6DC1C28,1141,1,0.95361328125
6280CD375AE2,1142,1,1.0302734375
629637C69551,1143,1,1.052734375
62C8CACA3CD3,1144,1,0.994140625
6300E798D425,1145,1,1.0654296875
634848B2D08C,1146,1,1.1357421875
63505584F864,1147,1,1.0849609375
63AED9818C9A,1148,1,0.96923828125
63E0FB4AB21E,1149,1,1.1123046875
64551673D7DB,1150,1,0.994140625
65294244625A,1151,1,0.98583984375
675CA464322A,1152,1,1.0458984375
67F2B24AB779,1153,1,1.0927734375
688370E9E6F1,1154,1,1.076171875
68B6142F4EA9,1155,1,1.0439453125
6907A336C38F,1156,1,1.1572265625
692AAF414888,1157,1,1.0908203125
69C14FD07D1E,1158,1,1.1318359375
6A19B9DAF853,1159,1,1.0478515625
6A27913C2806,1160,1,1.0654296875
6C2198B70719,1161,1,1.0322265625
6CA078E0C93F,1162,1,1.0498046875
6CD8A2E7BAA7,1163,1,1.0869140625
6D6215C23989,1164,1,1.037109375
6E18981CEAAD,1165,1,1.068359375
6E247490B0F8,1166,1,1.04296875
6F8ACB0F6B32,1167,1,1.123046875
70954F3B8FBC,1168,1,1.033203125
70F8687E59CC,1169,1,1.1259765625
710EFFD2AFE1,1170,1,1.01953125
711483807C59,1171,1,1.080078125
714651DE19D4,1172,1,0.98095703125
7154C7EE3051,1173,1,1.0166015625
7196839372C6,1174,1,1.0478515625
72507ADE3130,1175,1,1.0625
7256CB0DF808,1176,1,1.06640625
726ADA01701F,1177,1,1.0361328125
728610F3098D,1178,1,1.056640625
72A8B2C70288,1179,1,0.984375
72EFD2C9BABA,1180,1,1.0244140625
730D11B13BA1,1181,1,0.955078125
73A466127520,1182,1,1.0712890625
73E31A7D5720,1183,1,1.0576171875
7411073C7A94,1184,1,1.0263671875
747B06CF4DA3,1185,1,1.0576171875
74D0BA756BD1,1186,1,1.08984375
7538BF9FA97F,1187,1,1.0380859375
75A613E09762,1188,1,1.1123046875
761A7768C8A0,1189,1,1.09765625
7648FAFE46A5,1190,1,1.076171875
771C64337FED,1191,1,1.044921875
77C02EBB6626,1192,1,1.12890625
789487D9748D,1193,1,0.98974609375
7AFF516471C0,1194,1,1.0107421875
7BF2EA4A164C,1195,1,1.00390625
7BF51B3CDC26,1196,1,1.05078125
7C4B36428EC3,1197,1,0.9921875
7CF49F831E85,1198,1,1.0576171875
7D0DC6F08EB2,1199,1,1.029296875
7D5AFF357288,1200,1,0.9677734375
7D9F1CFFFC95,1201,1,1.091796875
7E37567419F5,1202,1,1.0615234375
7E88E90AE886,1203,1,1.1728515625
7E95C01172E4,1204,1,1.05859375
803A47175851,1205,1,1.06640625
8107316955FB,1206,1,1.041015625
81B251CC3DF6,1207,1,1.0625
821972DE4E6C,1208,1,1.046875
82721F205A18,1209,1,1.0595703125
829C81C42B5F,1210,1,1.08984375
82B175592A9D,1211,1,1.119140625
836FA0B194DC,1212,1,1.00390625
8439B0D3B7DC,1213,1,1.0751953125
8459600E47B0,1214,1,1.0244140625
84DDA9460E91,1215,1,1.0869140625
84F179DFCFC9,1216,1,1.0361328125
852FFC3A2437,1217,1,1.1484375
85BB61E8083B,1218,1,1.1005859375
86195F4F73D6,1219,1,1.041015625
866DBF36BC7C,1220,1,1.064453125
867EF1C28329,1221,1,0.978515625
86A74374E724,1222,1,1.03125
86ADA132EC8A,1223,1,0.99951171875
87ABD416A9CF,1224,1,1.01171875
882808C92A6E,1225,1,1.05859375
88755B067B5C,1226,1,1.03515625
887BBBE0CCC5,1227,1,1.04296875
8944DA0627DE,1228,1,1.111328125
897B3478DC01,1229,1,1.1015625
89BA72AAF3E4,1230,1,1.1435546875
8A533A6E8808,1231,1,0.97509765625
8B882092B4A7,1232,1,1.02734375
8C155B1DA8DD,1233,1,1.0322265625
8C72937FEEAF,1234,1,1.0478515625
8C7464101130,1235,1,1.076171875
8C93D556C297,1236,1,1.037109375
8D9E17C7761E,1237,1,1.02734375
8DFB375E3159,1238,1,1.10546875
8E2174964041,1239,1,1.103515625
8F2DE1AB0229,1240,1,1.1318359375
9.95E+11,1241,1,1.037109375
900946DF525A,1242,1,1.1943359375
902A59ECB525,1243,1,1.0478515625
90DE3D7217AF,1244,1,0.986328125
910B844ACCA1,1245,1,1.06640625
917BFBA9C5C7,1246,1,1.125
9186F7E77244,1247,1,1.0341796875
91AF8A6D94F9,1248,1,1.0126953125
9222974EDC10,1249,1,1.09765625
922D3C44BE46,1250,1,1.0341796875
925C7FFD12C9,1251,1,1.0595703125
928548A07586,1252,1,1.0283203125
93203D30E46D,1253,1,1.0849609375
939F53184F2B,1254,1,1.0322265625
94FA416BACF7,1255,1,1.11328125
950B2DB2D8B8,1256,1,1.0546875
951A053453C0,1257,1,1.0478515625
95FE7FC98A67,1258,1,1.0703125
96BE54D89B5F,1259,1,1.08984375
983925C8CFCF,1260,1,1.1162109375
98606EADD114,1261,1,0.99853515625
9922F6B9A55B,1262,1,1.072265625
9ACB5E4659DA,1263,1,1.0234375
9B0EBE9AD33F,1264,1,1.029296875
9B4D623F1D2A,1265,1,1.0693359375
9C0B44764ED8,1266,1,0.9541015625
9CED3E8B8E0B,1267,1,1.033203125
9DC1EE4E5674,1268,1,1.0556640625
9DD9806F1035,1269,1,1.095703125
9FAEE71C268E,1270,1,0.94287109375
9FD63A312A5D,1271,1,1.005859375
A0D4D5DD8D7F,1272,1,1.1298828125
A11D007DBECD,1273,1,1.05859375
A1DE6431B26F,1274,1,1.1201171875
A27FFF687F43,1275,1,1.0751953125
A46EAAB63CD6,1276,1,1.0087890625
A65A82E9C85D,1277,1,1.078125
A6A21895ADF9,1278,1,1.0634765625
A84FCF650361,1279,1,1.048828125
A8A25F94F5B6,1280,1,1.1103515625
A950C6EE7BD3,1281,1,1.03125
A976BF9EE7D0,1282,1,0.96435546875
A997421CCAF8,1283,1,1.0595703125
A9B0314D6914,1284,1,1.0185546875
A9D0965F0ABC,1285,1,0.951171875
AA0660FA9196,1286,1,1.0087890625
AA5DACC2CA82,1287,1,1.06640625
AB13FD63B7AE,1288,1,1.08203125
AB31DD5907FA,1289,1,1.09375
AE4B0365F36A,1290,1,1.060546875
AE6E407DC359,1291,1,1.080078125
AFD2F21F9158,1292,1,1.0380859375
AFD739EDDEA9,1293,1,1.1171875
B05BB65D7544,1294,1,1.009765625
B0B6E65301EB,1295,1,1.0732421875
B0DB49483D7C,1296,1,1.0458984375
B24B2CA13899,1297,1,1.0966796875
B36454F4433B,1298,1,0.96875
B37E64E1BE1E,1299,1,1.0830078125
B3C2E6274311,1300,1,1.052734375
B3F446BF0A11,1301,1,1.1015625
B404C9B45527,1302,1,1.0595703125
B45B48157399,1303,1,1.0419921875
B4D69395EE8C,1304,1,1.0341796875
B5838ACCDBA5,1305,1,1.0048828125
B5CE3C6DAAD9,1306,1,1.0419921875
B6680459407E,1307,1,1.06640625
B81FEF759FD2,1308,1,1.0673828125
B859B86268ED,1309,1,1.0693359375
B87A278D92A9,1310,1,1.05859375
B93581E854BD,1311,1,1.06640625
B980560F68EA,1312,1,1.0732421875
B99F3DFB644E,1313,1,1.162109375
B9D9B02EFC86,1314,1,1.01953125
BAC14C5693CD,1315,1,1.0869140625
BBBB5C4705E5,1316,1,1.0673828125
BDA93024CF81,1317,1,1.0849609375
BDD4F08F1EBD,1318,1,0.962890625
C1FBD0BAD43E,1319,1,1.12890625
C21E1457C1D4,1320,1,0.98828125
C275B257FC61,1321,1,1.0673828125
C45E9495A7B1,1322,1,1.0283203125
C51A802386C6,1323,1,1.1376953125
C520733738FF,1324,1,1.0322265625
C5C81327D129,1325,1,1.091796875
C5E9CD08171C,1326,1,0.9296875
C6053D243E75,1327,1,1.0830078125
C6FAF1DE9A21,1328,1,1.0341796875
C70A5238A804,1329,1,1.1142578125
C8B5DFD78D43,1330,1,1.0908203125
C91254C19BB8,1331,1,1.06640625
CAB752D5239B,1332,1,1.189453125
CACD190CAD6D,1333,1,0.96240234375
CAE3599F8A91,1334,1,1.044921875
CB2D608AA358,1335,1,1.0556640625
CC3A5AD37340,1336,1,1.02734375
CC74792CC418,1337,1,1.05078125
CCBBA6B4BB07,1338,1,1.0634765625
CCD4A267FA68,1339,1,0.990234375
CCE722F17666,1340,1,1.095703125
CD53C96A70EB,1341,1,1.0419921875
CDBECBAD7FCE,1342,1,1.01171875
CDBF3A48F1C9,1343,1,1.0947265625
CE33B0E35C38,1344,1,1.052734375
CE5A5A557889,1345,1,0.9775390625
CF48D9415493,1346,1,1.171875
CFCA2A951F8C,1347,1,1.021484375
D009E936725E,1348,1,1.07421875
D132F97DF203,1349,1,1.0
D1A48B024123,1350,1,1.0390625
D2477622E86A,1351,1,1.0703125
D2F937C1BF96,1352,1,1.1962890625
D354672BB38F,1353,1,1.13671875
D3C29EDF49CA,1354,1,0.9775390625
D3F5104B809F,1355,1,1.048828125
D45032FAE402,1356,1,1.0556640625
D58068F370E5,1357,1,1.0576171875
D582384A4FE6,1358,1,1.013671875
D5D1E85B3EC4,1359,1,1.0029296875
D62FE0481D99,1360,1,0.89501953125
D67D723785A7,1361,1,1.0361328125
D6894F3B6F22,1362,1,1.041015625
D6CB8B37F0C0,1363,1,1.0146484375
D6CFA044194E,1364,1,1.146484375
D7E3E2DE0F87,1365,1,1.0947265625
D84737B6CDEB,1366,1,0.97900390625
D98C0F80A7A3,1367,1,1.015625
DA1152F234BB,1368,1,1.109375
DAC38F08D43E,1369,1,1.1083984375
DB58FD0171CD,1370,1,1.048828125
DC66147D4EFD,1371,1,1.0390625
DD3F7252F887,1372,1,0.96337890625
DD627EE5CB27,1373,1,1.021484375
DDA2A181F486,1374,1,1.033203125
DDFC1E7E2D8E,1375,1,1.0576171875
DF44B7B148CC,1376,1,1.0576171875
DFB8926469DE,1377,1,1.16015625
E04E83CEF5DA,1378,1,1.0546875
E06BC5C80780,1379,1,1.06640625
E0A58A6BAEFD,1380,1,0.95556640625
E0E527C91133,1381,1,1.0615234375
E12511F34C8F,1382,1,1.0888671875
E1AEAF1C9CBB,1383,1,1.01171875
E1BFD7E344FA,1384,1,1.0263671875
