source,prompt_name,task,word_count,p_ai_oof_score
llama_70b_v1,Driverless cars,Text dependent,389,0.8847567749110484
chat_gpt_moth,Seeking multiple opinions,Independent,264,0.8895237383344565
mistral7binstruct_v2,Distance learning,Independent,333,0.9452769740644609
chat_gpt_moth,Distance learning,Independent,207,0.5778405566827728
llama_70b_v1,The Face on Mars,Text dependent,422,0.0967174255212473
mistral7binstruct_v2,Summer projects,Independent,358,0.8818453568336456
darragh_claude_v6,Exploring Venus,Text dependent,247,0.9378628950675519
darragh_claude_v7,Phones and driving,,355,0.9983223525247421
darragh_claude_v7,Grades for extracurricular activities,Independent,345,0.7140843722860644
chat_gpt_moth,Community service,Independent,361,0.6724978131846419
mistral7binstruct_v1,Distance learning,Independent,404,0.9284977940941692
mistral7binstruct_v1,Seeking multiple opinions,Independent,398,0.6703311551638623
mistral7binstruct_v1,Distance learning,Independent,317,0.787459092634219
mistral7binstruct_v2,Distance learning,Independent,344,0.7255745616273708
mistral7binstruct_v1,Seeking multiple opinions,Independent,346,0.9307704770886303
mistral7binstruct_v1,Facial action coding system,Text dependent,424,0.9832009692971433
falcon_180b_v1,Distance learning,Independent,356,0.8491645736930439
chat_gpt_moth,Seeking multiple opinions,Independent,107,0.9398231512162102
llama2_chat,Cell phones at school,Independent,356,0.7411290922035197
mistral7binstruct_v1,Mandatory extracurricular activities,Independent,397,0.18202582342424897
mistral7binstruct_v1,"""A Cowboy Who Rode the Waves""",Text dependent,361,0.837739819463074
falcon_180b_v1,Driverless cars,Text dependent,277,0.7283727625959987
mistral7binstruct_v1,Community service,Independent,412,0.9265539503101544
darragh_claude_v7,Facial action coding system,Text dependent,278,0.9914203506983483
chat_gpt_moth,Seeking multiple opinions,Independent,165,0.9302137709601142
mistral7binstruct_v1,Distance learning,Independent,319,0.9918246262119608
mistral7binstruct_v1,Seeking multiple opinions,Independent,336,0.9809862291434678
chat_gpt_moth,Distance learning,Independent,231,0.9544574884765249
llama2_chat,Mandatory extracurricular activities,Independent,332,0.6764776584238877
mistral7binstruct_v1,Distance learning,Independent,352,0.6746182962143578
llama_70b_v1,Mandatory extracurricular activities,Independent,304,0.991325455083786
mistral7binstruct_v2,Distance learning,Independent,401,0.8781170464083697
mistral7binstruct_v2,Seeking multiple opinions,Independent,245,0.5250165412176175
darragh_claude_v6,Summer projects,Independent,402,0.9879492563199817
falcon_180b_v1,Distance learning,Independent,399,0.9998361188187145
darragh_claude_v6,Mandatory extracurricular activities,Independent,303,0.9708350597864315
chat_gpt_moth,Mandatory extracurricular activities,Independent,312,0.6994859206275947
chat_gpt_moth,Distance learning,Independent,228,0.9834298060842417
mistral7binstruct_v2,Distance learning,Independent,276,0.9893625177578612
darragh_claude_v6,Seeking multiple opinions,Independent,329,0.9995185145712141
chat_gpt_moth,Distance learning,Independent,203,0.8053466038818493
chat_gpt_moth,Summer projects,Independent,154,0.9997346852755981
mistral7binstruct_v1,Seeking multiple opinions,Independent,379,0.8015124433636448
mistral7binstruct_v1,Distance learning,Independent,425,0.4146335759135207
falcon_180b_v1,Phones and driving,,359,0.3768164274878986
mistral7binstruct_v2,Cell phones at school,Independent,207,0.7183956374980264
radek_500,Does the electoral college work?,Text dependent,666,0.41062578696358804
darragh_claude_v7,Does the electoral college work?,Text dependent,384,0.7896130829500881
darragh_claude_v7,Driverless cars,Text dependent,301,0.999945780449165
radek_500,Does the electoral college work?,Text dependent,606,0.4668426342602247
radek_500,Does the electoral college work?,Text dependent,591,0.31261670327726343
mistral7binstruct_v1,Distance learning,Independent,390,0.44300694862232587
mistral7binstruct_v1,Distance learning,Independent,244,0.8574567048431827
chat_gpt_moth,Distance learning,Independent,182,0.99671520551722
llama2_chat,Seeking multiple opinions,Independent,377,0.8806539782607518
falcon_180b_v1,Distance learning,Independent,376,0.9944175430730909
chat_gpt_moth,Distance learning,Independent,201,0.10566874567277641
mistral7binstruct_v1,Seeking multiple opinions,Independent,427,0.7652982308492462
mistral7binstruct_v2,Seeking multiple opinions,Independent,382,0.903115361883724
mistral7binstruct_v2,Seeking multiple opinions,Independent,334,0.6274405599359127
mistral7binstruct_v1,Distance learning,Independent,313,0.95898645675108
chat_gpt_moth,Seeking multiple opinions,Independent,196,0.9482498825817529
mistral7binstruct_v2,Seeking multiple opinions,Independent,304,0.9148809279281991
llama2_chat,Facial action coding system,Text dependent,388,0.893068005281648
falcon_180b_v1,Distance learning,Independent,431,0.9248607325223979
llama_70b_v1,Phones and driving,,430,0.9380521220975717
darragh_claude_v6,The Face on Mars,Text dependent,320,0.9430045947392823
chat_gpt_moth,"""A Cowboy Who Rode the Waves""",Text dependent,140,0.9964211493726646
radek_500,Does the electoral college work?,Text dependent,664,0.060772419742827787
darragh_claude_v6,Exploring Venus,Text dependent,224,0.9902716250479491
chat_gpt_moth,Seeking multiple opinions,Independent,218,0.4663568082383416
chat_gpt_moth,Facial action coding system,Text dependent,227,0.4160600283066878
mistral7binstruct_v2,Seeking multiple opinions,Independent,401,0.8752507125951837
llama_70b_v1,Facial action coding system,Text dependent,507,0.8163592142057374
radek_500,Does the electoral college work?,Text dependent,729,0.19606299185415746
llama_70b_v1,The Face on Mars,Text dependent,414,0.10910143326730525
chat_gpt_moth,Seeking multiple opinions,Independent,178,0.5461065900207971
darragh_claude_v7,Driverless cars,Text dependent,324,0.998395063827803
llama_70b_v1,"""A Cowboy Who Rode the Waves""",Text dependent,320,0.6822939859604622
llama_70b_v1,Distance learning,Independent,548,0.9688903715645184
chat_gpt_moth,Seeking multiple opinions,Independent,170,0.5690667972318453
mistral7binstruct_v2,Distance learning,Independent,272,0.491274198211222
llama_70b_v1,"""A Cowboy Who Rode the Waves""",Text dependent,431,0.8806177967016743
llama2_chat,Distance learning,Independent,378,0.8585174459487794
falcon_180b_v1,Driverless cars,Text dependent,272,0.9172835957907474
chat_gpt_moth,"""A Cowboy Who Rode the Waves""",Text dependent,210,0.9488747256882232
radek_500,Does the electoral college work?,Text dependent,644,0.1954795781276615
mistral7binstruct_v1,Seeking multiple opinions,Independent,375,0.9684104506959961
mistral7binstruct_v1,Seeking multiple opinions,Independent,418,0.6650275660814734
mistral7binstruct_v1,Seeking multiple opinions,Independent,396,0.20682787413731973
darragh_claude_v7,Summer projects,Independent,273,0.9658910657159996
darragh_claude_v6,Car-free cities,Text dependent,376,0.9998902705186856
mistral7binstruct_v1,Mandatory extracurricular activities,Independent,288,0.9710228732562447
darragh_claude_v7,Cell phones at school,Independent,289,0.09187821452053271
llama2_chat,Community service,Independent,386,0.36652910363721014
chat_gpt_moth,Grades for extracurricular activities,Independent,124,0.12043322773742757
mistral7binstruct_v2,Seeking multiple opinions,Independent,316,0.9831260407208255
llama2_chat,Cell phones at school,Independent,365,0.518040666655599
llama2_chat,Distance learning,Independent,365,0.6313462825997974
darragh_claude_v7,The Face on Mars,Text dependent,325,0.9902193390784716
mistral7binstruct_v1,Distance learning,Independent,291,0.5609188172095745
mistral7binstruct_v1,Distance learning,Independent,379,0.98090473653028
radek_500,Car-free cities,Text dependent,471,0.9774594447936273
llama_70b_v1,Phones and driving,,706,0.9838813076550378
llama2_chat,Seeking multiple opinions,Independent,337,0.9658884554339873
mistral7binstruct_v2,Summer projects,Independent,303,0.9840250905751465
mistral7binstruct_v1,Distance learning,Independent,330,0.7624718880434114
llama2_chat,Distance learning,Independent,262,0.978031598508051
chat_gpt_moth,Summer projects,Independent,129,0.9317176248497204
llama2_chat,Seeking multiple opinions,Independent,333,0.9713999886821819
mistral7binstruct_v2,Seeking multiple opinions,Independent,390,0.7757307250631121
mistral7binstruct_v1,Seeking multiple opinions,Independent,432,0.2517877393620963
llama_70b_v1,The Face on Mars,Text dependent,296,0.5331336716838901
mistral7binstruct_v1,Facial action coding system,Text dependent,374,0.999229485090314
darragh_claude_v7,Summer projects,Independent,296,0.9830244182338918
chat_gpt_moth,Seeking multiple opinions,Independent,195,0.841310561339075
chat_gpt_moth,Seeking multiple opinions,Independent,118,0.6294549043334632
radek_500,Does the electoral college work?,Text dependent,729,0.3612543426690459
mistral7binstruct_v2,Distance learning,Independent,307,0.949840354594318
darragh_claude_v6,Community service,Independent,292,0.9115689753556945
darragh_claude_v7,Mandatory extracurricular activities,Independent,284,0.9964657485846711
mistral7binstruct_v1,"""A Cowboy Who Rode the Waves""",Text dependent,395,0.2753484482850258
falcon_180b_v1,"""A Cowboy Who Rode the Waves""",Text dependent,274,0.9722608770846697
chat_gpt_moth,Distance learning,Independent,329,0.9666798340363482
chat_gpt_moth,Distance learning,Independent,107,0.6210255663515084
mistral7binstruct_v1,Facial action coding system,Text dependent,361,0.999772842359718
mistral7binstruct_v2,Distance learning,Independent,275,0.8817532093844347
darragh_claude_v7,Does the electoral college work?,Text dependent,403,0.4852360057013346
chat_gpt_moth,Seeking multiple opinions,Independent,107,0.9987185624210311
falcon_180b_v1,Grades for extracurricular activities,Independent,254,0.9420054303753731
llama_70b_v1,Community service,Independent,235,0.2879785216591881
chat_gpt_moth,Distance learning,Independent,286,0.7076651407365677
radek_500,Car-free cities,Text dependent,457,0.9929923074445997
mistral7binstruct_v1,Seeking multiple opinions,Independent,319,0.9998864505901541
mistral7binstruct_v1,Seeking multiple opinions,Independent,399,0.9766143182727313
llama2_chat,Cell phones at school,Independent,370,0.4904843922229925
mistral7binstruct_v2,Summer projects,Independent,351,0.3430529821690066
mistral7binstruct_v1,Mandatory extracurricular activities,Independent,387,0.9176747368935029
llama2_chat,Mandatory extracurricular activities,Independent,365,0.9329662313460817
mistral7binstruct_v1,Community service,Independent,371,0.6709038620231369
llama_70b_v1,Phones and driving,,299,0.8095765437461655
mistral7binstruct_v1,Seeking multiple opinions,Independent,332,0.6951929943529602
falcon_180b_v1,The Face on Mars,Text dependent,426,0.9351998948376571
chat_gpt_moth,Seeking multiple opinions,Independent,171,0.9216209558049445
llama2_chat,Distance learning,Independent,326,0.6849157658292502
mistral7binstruct_v1,Seeking multiple opinions,Independent,388,0.938635746396775
mistral7binstruct_v2,Seeking multiple opinions,Independent,318,0.9931288567828378
darragh_claude_v6,Grades for extracurricular activities,Independent,307,0.7558152391723126
llama2_chat,Mandatory extracurricular activities,Independent,349,0.4946398049965977
chat_gpt_moth,Mandatory extracurricular activities,Independent,204,0.9991940631194485
chat_gpt_moth,Seeking multiple opinions,Independent,222,0.9995666597302162
llama2_chat,Distance learning,Independent,377,0.9329719219212214
mistral7binstruct_v1,Mandatory extracurricular activities,Independent,378,0.5865215138819503
darragh_claude_v6,Grades for extracurricular activities,Independent,350,0.8556948353108358
darragh_claude_v6,Mandatory extracurricular activities,Independent,268,0.9710231011096785
llama2_chat,Seeking multiple opinions,Independent,272,0.9802105554541256
mistral7binstruct_v2,Seeking multiple opinions,Independent,335,0.36969026458764886
darragh_claude_v6,Distance learning,Independent,280,0.9746944378751377
llama_70b_v1,Distance learning,Independent,359,0.9848383041606491
darragh_claude_v6,Summer projects,Independent,303,0.9965241769331251
llama2_chat,Seeking multiple opinions,Independent,271,0.9575763697154938
darragh_claude_v6,Facial action coding system,Text dependent,279,0.9922497061194336
radek_500,Car-free cities,Text dependent,558,0.9944319706728922
falcon_180b_v1,Distance learning,Independent,175,0.9416436509036289
mistral7binstruct_v2,Mandatory extracurricular activities,Independent,318,0.982446028826609
mistral7binstruct_v2,Community service,Independent,184,0.7362268983001073
mistral7binstruct_v2,Seeking multiple opinions,Independent,398,0.90380194156932
llama_70b_v1,Facial action coding system,Text dependent,644,0.07972227631049211
mistral7binstruct_v1,Seeking multiple opinions,Independent,332,0.8656500791366778
chat_gpt_moth,Seeking multiple opinions,Independent,137,0.8679501016559987
mistral7binstruct_v2,Seeking multiple opinions,Independent,366,0.8794770526169678
darragh_claude_v7,The Face on Mars,Text dependent,359,0.9950304142984014
llama2_chat,Distance learning,Independent,386,0.3396794454749831
chat_gpt_moth,Distance learning,Independent,243,0.9884158683632365
mistral7binstruct_v1,"""A Cowboy Who Rode the Waves""",Text dependent,351,0.9319781842983904
llama_70b_v1,Driverless cars,Text dependent,358,0.6004820822180654
chat_gpt_moth,Seeking multiple opinions,Independent,268,0.8369943397594797
llama_70b_v1,Driverless cars,Text dependent,425,0.7622599258541479
mistral7binstruct_v1,Distance learning,Independent,400,0.4424180050457112
llama2_chat,Seeking multiple opinions,Independent,359,0.28649786394335247
llama2_chat,Phones and driving,,332,0.7898547219290144
mistral7binstruct_v1,Seeking multiple opinions,Independent,390,0.9185164674617894
darragh_claude_v6,Summer projects,Independent,374,0.9875313549377923
mistral7binstruct_v1,Seeking multiple opinions,Independent,437,0.6308356878778437
mistral7binstruct_v2,Distance learning,Independent,313,0.994250497806439
mistral7binstruct_v2,Distance learning,Independent,268,0.9308781137404939
darragh_claude_v7,Facial action coding system,Text dependent,304,0.9980127356995555
falcon_180b_v1,Facial action coding system,Text dependent,335,0.7385957675209244
llama2_chat,Distance learning,Independent,344,0.9670476037431501
chat_gpt_moth,Facial action coding system,Text dependent,218,0.9141238227453193
mistral7binstruct_v2,Seeking multiple opinions,Independent,351,0.9177865907686501
chat_gpt_moth,"""A Cowboy Who Rode the Waves""",Text dependent,116,0.9251545028305708
darragh_claude_v6,Seeking multiple opinions,Independent,305,0.999926106916731
llama_70b_v1,Facial action coding system,Text dependent,342,0.8476131084938359
llama2_chat,Mandatory extracurricular activities,Independent,240,0.9781815385450969
chat_gpt_moth,Seeking multiple opinions,Independent,229,0.974182637993426
llama_70b_v1,Phones and driving,,298,0.6293476436993825
radek_500,Car-free cities,Text dependent,395,0.9775151676251055
llama_70b_v1,Facial action coding system,Text dependent,281,0.9501982272686679
darragh_claude_v7,Cell phones at school,Independent,292,0.9275493895716667
darragh_claude_v6,Driverless cars,Text dependent,324,0.9983657993080669
mistral7binstruct_v1,Mandatory extracurricular activities,Independent,410,0.19470898968718245
chat_gpt_moth,Distance learning,Independent,148,0.08288060572838488
mistral7binstruct_v1,Seeking multiple opinions,Independent,396,0.997618786621387
chat_gpt_moth,Seeking multiple opinions,Independent,304,0.9742238023356009
llama_70b_v1,Driverless cars,Text dependent,231,0.96909522307055
chat_gpt_moth,Summer projects,Independent,176,0.9389406633555398
llama2_chat,Mandatory extracurricular activities,Independent,272,0.940225707856027
chat_gpt_moth,Distance learning,Independent,229,0.9142605203016965
falcon_180b_v1,Phones and driving,,247,0.9968959094365796
darragh_claude_v6,Summer projects,Independent,239,0.7973445536313166
darragh_claude_v6,Does the electoral college work?,Text dependent,288,0.7034577356328523
mistral7binstruct_v2,Facial action coding system,Text dependent,201,0.8352046809569219
darragh_claude_v7,Cell phones at school,Independent,308,0.5724412775212082
mistral7binstruct_v2,Seeking multiple opinions,Independent,258,0.8405483876575264
chat_gpt_moth,Seeking multiple opinions,Independent,178,0.6201762873074286
mistral7binstruct_v2,Seeking multiple opinions,Independent,248,0.982629713276271
darragh_claude_v6,Driverless cars,Text dependent,293,0.9998828829390304
mistral7binstruct_v2,Seeking multiple opinions,Independent,227,0.8703826381118295
mistral7binstruct_v1,Distance learning,Independent,322,0.9745992941918279
chat_gpt_moth,Summer projects,Independent,363,0.9935383931816202
mistral7binstruct_v1,Distance learning,Independent,387,0.6584751540067231
chat_gpt_moth,Distance learning,Independent,219,0.9794714347806466
llama2_chat,Distance learning,Independent,419,0.7392324789805403
llama2_chat,Seeking multiple opinions,Independent,313,0.8059350493249814
darragh_claude_v6,The Face on Mars,Text dependent,369,0.9392886274064085
llama2_chat,Seeking multiple opinions,Independent,328,0.8355094750175388
llama2_chat,Seeking multiple opinions,Independent,318,0.9964778259076846
mistral7binstruct_v1,Seeking multiple opinions,Independent,429,0.7624255058428578
mistral7binstruct_v1,Distance learning,Independent,312,0.8410057986127234
falcon_180b_v1,Distance learning,Independent,325,0.9962746432306632
chat_gpt_moth,Seeking multiple opinions,Independent,273,0.2776198694324723
llama2_chat,Seeking multiple opinions,Independent,300,0.13602413231501134
llama_70b_v1,Distance learning,Independent,291,0.9781430430560646
llama_70b_v1,Distance learning,Independent,257,0.6255641320156383
llama_70b_v1,Mandatory extracurricular activities,Independent,285,0.9442068689597808
mistral7binstruct_v1,Distance learning,Independent,378,0.9369211271110022
chat_gpt_moth,Seeking multiple opinions,Independent,260,0.8832052680634047
mistral7binstruct_v1,Summer projects,Independent,439,0.535872969855354
mistral7binstruct_v1,Distance learning,Independent,410,0.6163079845592944
darragh_claude_v6,Does the electoral college work?,Text dependent,299,0.9560624324536589
darragh_claude_v7,Driverless cars,Text dependent,272,0.9993411037688369
falcon_180b_v1,Phones and driving,,240,0.9754254366832222
chat_gpt_moth,Seeking multiple opinions,Independent,290,0.606829555825969
llama2_chat,Seeking multiple opinions,Independent,370,0.4032036624789535
mistral7binstruct_v2,Distance learning,Independent,298,0.9858210874890682
chat_gpt_moth,Seeking multiple opinions,Independent,244,0.9776419527481927
mistral7binstruct_v2,Distance learning,Independent,265,0.9913780108147481
mistral7binstruct_v2,Summer projects,Independent,445,0.8010835513668486
mistral7binstruct_v1,Mandatory extracurricular activities,Independent,394,0.9541304717531267
darragh_claude_v6,Car-free cities,Text dependent,292,0.9989920622400627
mistral7binstruct_v1,Distance learning,Independent,418,0.8296287028848561
mistral7binstruct_v2,Mandatory extracurricular activities,Independent,240,0.55076701099998
mistral7binstruct_v2,Seeking multiple opinions,Independent,218,0.9974502629702449
darragh_claude_v7,Does the electoral college work?,Text dependent,387,0.9298848826353816
mistral7binstruct_v1,Seeking multiple opinions,Independent,392,0.9730268693185308
chat_gpt_moth,Summer projects,Independent,313,0.16480135476742294
mistral7binstruct_v2,Seeking multiple opinions,Independent,368,0.14762179324128438
chat_gpt_moth,Seeking multiple opinions,Independent,141,0.9962847756119723
radek_500,Car-free cities,Text dependent,423,0.9919239467628097
mistral7binstruct_v2,Seeking multiple opinions,Independent,273,0.972144080925149
llama2_chat,Mandatory extracurricular activities,Independent,340,0.3753087494610248
chat_gpt_moth,Distance learning,Independent,336,0.5838558530614969
mistral7binstruct_v1,Distance learning,Independent,387,0.8591912982492325
llama_70b_v1,Does the electoral college work?,Text dependent,421,0.7656460535192683
llama_70b_v1,Distance learning,Independent,352,0.6762950574096369
mistral7binstruct_v1,Community service,Independent,412,0.62324166713866
llama2_chat,Mandatory extracurricular activities,Independent,306,0.9659930709386171
llama_70b_v1,Car-free cities,Text dependent,403,0.9790973789411705
mistral7binstruct_v1,Community service,Independent,373,0.710234868183225
llama_70b_v1,The Face on Mars,Text dependent,405,0.9758483784738935
chat_gpt_moth,Seeking multiple opinions,Independent,151,0.9674651337814086
llama_70b_v1,Facial action coding system,Text dependent,570,0.5725061821618846
chat_gpt_moth,Distance learning,Independent,238,0.9779528142316701
chat_gpt_moth,Mandatory extracurricular activities,Independent,143,0.9253717913806132
llama_70b_v1,Facial action coding system,Text dependent,389,0.9909993500368449
mistral7binstruct_v2,Seeking multiple opinions,Independent,257,0.7123531223766278
llama2_chat,Community service,Independent,326,0.724063867244999
chat_gpt_moth,Facial action coding system,Text dependent,178,0.9752122166289936
mistral7binstruct_v1,Seeking multiple opinions,Independent,280,0.050883969700449935
chat_gpt_moth,Seeking multiple opinions,Independent,421,0.6290020847882467
llama2_chat,Distance learning,Independent,97,0.6080510703581173
chat_gpt_moth,Mandatory extracurricular activities,Independent,109,0.7597045891823319
mistral7binstruct_v1,Mandatory extracurricular activities,Independent,332,0.9693182034616387
mistral7binstruct_v1,Seeking multiple opinions,Independent,380,0.22832670755306678
darragh_claude_v7,Cell phones at school,Independent,301,0.6502580307767348
chat_gpt_moth,Seeking multiple opinions,Independent,275,0.8260042267452372
mistral7binstruct_v1,Distance learning,Independent,303,0.916037036700882
darragh_claude_v7,Phones and driving,,322,0.9649205725392367
darragh_claude_v6,Seeking multiple opinions,Independent,313,0.9839682152702176
mistral7binstruct_v2,Seeking multiple opinions,Independent,379,0.5151509214159546
mistral7binstruct_v2,Distance learning,Independent,285,0.659708043221578
llama_70b_v1,Car-free cities,Text dependent,330,0.7520196726627232
darragh_claude_v6,Driverless cars,Text dependent,305,0.9366228833204423
mistral7binstruct_v2,Distance learning,Independent,254,0.9986418035810147
darragh_claude_v7,Does the electoral college work?,Text dependent,365,0.5297732678544755
darragh_claude_v7,Car-free cities,Text dependent,302,0.9957352639217975
llama2_chat,Seeking multiple opinions,Independent,355,0.9889582887474436
llama_70b_v1,Car-free cities,Text dependent,239,0.9883645526482682
llama2_chat,Mandatory extracurricular activities,Independent,377,0.9629328798832244
darragh_claude_v7,Seeking multiple opinions,Independent,281,0.999673845772492
llama_70b_v1,Facial action coding system,Text dependent,312,0.9781978440086502
mistral7binstruct_v2,Seeking multiple opinions,Independent,257,0.8938986395504991
mistral7binstruct_v1,Grades for extracurricular activities,Independent,367,0.2561206806183741
mistral7binstruct_v2,Seeking multiple opinions,Independent,267,0.919436146854135
mistral7binstruct_v1,Distance learning,Independent,398,0.9810222228994019
darragh_claude_v6,Exploring Venus,Text dependent,312,0.9989241484104712
chat_gpt_moth,Distance learning,Independent,274,0.1566312163422439
llama2_chat,Seeking multiple opinions,Independent,299,0.6168447840959718
mistral7binstruct_v2,Cell phones at school,Independent,300,0.9147676697943153
llama2_chat,Distance learning,Independent,297,0.6888086139882561
mistral7binstruct_v2,Seeking multiple opinions,Independent,414,0.8692167557053003
chat_gpt_moth,Distance learning,Independent,137,0.9996295526398199
darragh_claude_v6,Driverless cars,Text dependent,392,0.9471968959559235
mistral7binstruct_v1,Seeking multiple opinions,Independent,373,0.10997397721920073
mistral7binstruct_v1,Distance learning,Independent,418,0.8719478437145081
mistral7binstruct_v1,Community service,Independent,237,0.7462930061472662
llama_70b_v1,Phones and driving,,392,0.9738235858849477
radek_500,Does the electoral college work?,Text dependent,615,0.16492103857113707
chat_gpt_moth,Seeking multiple opinions,Independent,253,0.7429802495525903
mistral7binstruct_v2,Seeking multiple opinions,Independent,325,0.9130021605033082
falcon_180b_v1,Cell phones at school,Independent,339,0.05021463514394142
mistral7binstruct_v2,Distance learning,Independent,257,0.9718872043497045
mistral7binstruct_v1,Distance learning,Independent,432,0.6038402933585837
llama2_chat,Summer projects,Independent,382,0.5538378576246468
falcon_180b_v1,Cell phones at school,Independent,297,0.06040532211517665
mistral7binstruct_v1,Mandatory extracurricular activities,Independent,373,0.4991992522380986
mistral7binstruct_v2,Distance learning,Independent,365,0.8894386455296627
chat_gpt_moth,"""A Cowboy Who Rode the Waves""",Text dependent,141,0.7367115955076771
llama_70b_v1,Driverless cars,Text dependent,394,0.3091297686831512
llama2_chat,Seeking multiple opinions,Independent,405,0.5159950590171429
radek_500,Car-free cities,Text dependent,429,0.9672002557940649
chat_gpt_moth,"""A Cowboy Who Rode the Waves""",Text dependent,158,0.8878133477431602
falcon_180b_v1,Car-free cities,Text dependent,193,0.9715660700484957
llama_70b_v1,Community service,Independent,346,0.8502457557922789
llama2_chat,Summer projects,Independent,391,0.2943189605802041
llama2_chat,Seeking multiple opinions,Independent,305,0.7115012244093655
mistral7binstruct_v2,Distance learning,Independent,435,0.9298569941282356
mistral7binstruct_v2,Seeking multiple opinions,Independent,348,0.9241224564609047
llama2_chat,Mandatory extracurricular activities,Independent,350,0.4354060728290058
chat_gpt_moth,Distance learning,Independent,145,0.8286202043055665
llama_70b_v1,Car-free cities,Text dependent,266,0.9821239887459159
llama_70b_v1,Community service,Independent,261,0.6013017482006946
mistral7binstruct_v1,Facial action coding system,Text dependent,334,0.8952232802189349
llama2_chat,Facial action coding system,Text dependent,357,0.47980460130462615
darragh_claude_v7,Facial action coding system,Text dependent,229,0.9877039167364928
falcon_180b_v1,Phones and driving,,349,0.5492648463538352
mistral7binstruct_v2,Mandatory extracurricular activities,Independent,283,0.9517890404831195
radek_500,Car-free cities,Text dependent,480,0.9716472967642885
mistral7binstruct_v1,Distance learning,Independent,389,0.9596050205989561
darragh_claude_v6,Community service,Independent,294,0.9642671968154009
radek_500,Car-free cities,Text dependent,443,0.9904591805633488
mistral7binstruct_v1,Seeking multiple opinions,Independent,325,0.9356513322711775
darragh_claude_v7,Exploring Venus,Text dependent,321,0.999213824796698
llama_70b_v1,Mandatory extracurricular activities,Independent,319,0.4034595297120038
darragh_claude_v6,Exploring Venus,Text dependent,271,0.9993223343281071
mistral7binstruct_v2,Distance learning,Independent,306,0.6021861790309181
llama_70b_v1,The Face on Mars,Text dependent,340,0.9565250664458027
mistral7binstruct_v1,Summer projects,Independent,227,0.7363728665040037
falcon_180b_v1,Distance learning,Independent,302,0.9522327602400277
mistral7binstruct_v2,Distance learning,Independent,356,0.8519186429861573
chat_gpt_moth,Driverless cars,Text dependent,186,0.7409930670035555
llama2_chat,Seeking multiple opinions,Independent,334,0.9138265465342662
llama_70b_v1,Grades for extracurricular activities,Independent,421,0.986950815634174
chat_gpt_moth,Summer projects,Independent,101,0.6747775839709643
llama2_chat,Seeking multiple opinions,Independent,249,0.9976346934647214
llama_70b_v1,Phones and driving,,420,0.3829751710544365
chat_gpt_moth,Summer projects,Independent,151,0.31822509588055864
chat_gpt_moth,Distance learning,Independent,229,0.9803882256906332
darragh_claude_v6,Grades for extracurricular activities,Independent,338,0.43482966936173834
mistral7binstruct_v1,Summer projects,Independent,404,0.8615220837384218
radek_500,Car-free cities,Text dependent,418,0.9517131162476358
chat_gpt_moth,Driverless cars,Text dependent,250,0.9715291012027839
falcon_180b_v1,Facial action coding system,Text dependent,215,0.6980767977158165
mistral7binstruct_v1,Seeking multiple opinions,Independent,414,0.6602206999951016
mistral7binstruct_v2,Seeking multiple opinions,Independent,295,0.9680751727559318
chat_gpt_moth,Distance learning,Independent,235,0.9967869200074422
darragh_claude_v6,Distance learning,Independent,266,0.7592333897130431
llama2_chat,Seeking multiple opinions,Independent,399,0.6962798930522748
chat_gpt_moth,Phones and driving,,175,0.7271021015281267
darragh_claude_v6,Phones and driving,,370,0.837717288464649
mistral7binstruct_v1,Seeking multiple opinions,Independent,404,0.8820296164637397
mistral7binstruct_v2,Community service,Independent,251,0.0711425845195728
llama2_chat,Cell phones at school,Independent,291,0.8237786437196123
mistral7binstruct_v1,Car-free cities,Text dependent,406,0.7754107706284273
mistral7binstruct_v2,Seeking multiple opinions,Independent,327,0.9693280369332655
llama2_chat,Mandatory extracurricular activities,Independent,347,0.732480523611976
mistral7binstruct_v2,Seeking multiple opinions,Independent,279,0.9608440727755072
mistral7binstruct_v2,Seeking multiple opinions,Independent,223,0.6882221281282255
chat_gpt_moth,Seeking multiple opinions,Independent,173,0.9533439705658445
llama2_chat,Seeking multiple opinions,Independent,323,0.6047374605667416
mistral7binstruct_v1,Summer projects,Independent,378,0.8888684258654055
darragh_claude_v6,Facial action coding system,Text dependent,186,0.9991446713483533
mistral7binstruct_v2,Distance learning,Independent,279,0.8770055084428093
chat_gpt_moth,Distance learning,Independent,196,0.7700683868445513
llama2_chat,Mandatory extracurricular activities,Independent,285,0.9243590304168544
mistral7binstruct_v2,Distance learning,Independent,374,0.8998795925355693
llama2_chat,Grades for extracurricular activities,Independent,390,0.48299331274306734
darragh_claude_v7,"""A Cowboy Who Rode the Waves""",Text dependent,291,0.9975623705871018
mistral7binstruct_v2,Distance learning,Independent,267,0.9790325882775799
mistral7binstruct_v1,Distance learning,Independent,415,0.8654459867491449
mistral7binstruct_v1,Seeking multiple opinions,Independent,346,0.9802792062409471
llama2_chat,Mandatory extracurricular activities,Independent,350,0.7027207400767276
chat_gpt_moth,Mandatory extracurricular activities,Independent,204,0.9236486960264227
darragh_claude_v6,Cell phones at school,Independent,320,0.9768551041807352
chat_gpt_moth,Seeking multiple opinions,Independent,181,0.09388595983689484
falcon_180b_v1,Seeking multiple opinions,Independent,242,0.997873017109717
mistral7binstruct_v2,Distance learning,Independent,370,0.8507247167368025
chat_gpt_moth,Seeking multiple opinions,Independent,194,0.7840527891176357
